idx,orig_pred,adv_pred,delta_duration,delta_fwd,delta_bwd,delta_iat,semantic_ok
2299857,4,0,-2.307384779891369,0.018858874366731726,4.628429366962024,-0.34548136357298664,True
2258076,4,4,0.49993872047863464,0.2583442645162792,-1.237085414348609,0.8032521402001536,True
2355101,4,0,-0.31094044692138223,-0.11582546670589874,2.780284963966893,-0.3283299066145441,True
360544,10,0,0.3683932152146734,-0.16046384195762908,0.23524510352211012,0.11699284588007394,True
2388196,4,0,0.3745438205469386,-0.8193856292197166,3.7942352646812285,-0.29383687300704664,True
376237,10,0,0.4987494397582514,-0.49743437602873974,1.0474847033296995,0.11710754145150189,True
30124,2,0,0.49997413548384356,-0.23821458741622295,-1.0918485818057804,-0.10931557566065155,True
2416495,4,0,-0.36583810456215116,-0.8188766387480211,3.671641718841305,-0.3779765036263501,True
418227,10,0,-0.4333568057531259,1.5136626085922398,3.364195741738479,0.11786058517012878,True
122304,2,0,0.05755684777214202,0.08052935524507462,-0.11449357657958295,0.08035606927616705,True
2402602,4,0,0.23825266349036167,-0.05860414581480199,-0.2092284557304993,0.08532034333880463,True
2366021,4,0,0.3831771821958419,-0.13731467670139713,4.368732740486353,-0.2659353670866175,True
2323544,4,4,0.4965171533998458,0.2333154662562006,-0.7079215232594436,0.5890006800546963,True
2420505,4,4,0.4994886369044154,0.27160912558123146,-0.8933962755469231,0.5933094385387098,True
390146,10,0,0.4992824475149895,-0.11131166399610867,-0.1655732006487462,0.11878597846971958,True
2211397,5,0,0.27880366801918893,-0.10272286383695571,0.00030721336156967847,0.1283087510549104,True
65725,2,0,0.440058582247634,-1.1423733138275731,3.418111624796792,-0.3902469705587902,True
48064,2,0,0.011768709994189136,-0.5144427802289747,4.126465951009234,-0.34551490702259574,True
2208747,5,0,0.3331043468130954,-0.29204925340990134,-0.184828563538607,0.09515486411668495,True
160972,2,0,-1.213026631584554,-0.6578699873862652,3.9769890736344746,-0.24293701667187548,True
350713,10,0,-2.3746186944310943,0.08810473049279459,1.2633177435544196,0.11714250889419248,True
2276790,4,0,-3.7233910686911065,-0.48755995180250994,4.0262604287546795,-0.3947289077399809,True
2430474,4,0,-3.569405598255402,-0.7401732077327903,3.5972970085812737,-0.39910804909916087,True
471335,10,0,0.4996102855148079,-0.12187945625995111,0.15013165576350726,0.11829457757875238,True
2298327,4,4,0.4999257458214761,0.13827640048003953,-0.5759659875857236,0.5695329876797286,True
166914,2,0,0.15284001607707787,0.035419420115684705,-0.02177838111985657,0.16849185416629553,True
2455097,4,0,0.2968070798947977,0.03544564489480733,-0.2899106272549904,0.07723331460600134,True
1738644,7,0,0.15058189228342614,-0.11169459181428315,-0.1283960551010399,0.06794636277573797,True
493163,10,0,0.4987773500424496,-0.31217855637003,0.26046386975426666,0.11871932584496502,True
497622,10,0,0.49972131859945773,-0.029251156951659037,0.2515546465516341,0.11749202881709626,True
19480,2,0,-0.06769696786841231,-0.2190995548145127,-0.0006175662237527574,0.16883545456302373,True
495231,10,0,0.49682363719401795,-0.22839745109602305,0.25310345591196665,0.11730372394559706,True
2664407,3,0,-3.304067674261014,-0.08862048837515121,4.294766512194166,-0.23432537496382772,True
2394147,4,0,0.14731000738151545,-0.2130963700548707,-0.2605300840152667,0.16709208540230316,True
192367,2,0,0.3218037094682645,-0.8554939754165677,0.0792546985126706,1.1197218640385318,True
2363641,4,0,-0.07943835605210209,-0.873728181847782,3.7714965931969813,-0.3522751587002674,True
2312167,4,4,0.49988504321175165,0.24257745290966817,-1.2400367126219611,0.6478206528234645,True
1561372,14,0,0.1545433536383556,-0.22201127809269988,-0.07495588425320893,0.07228833932166293,True
2276309,4,0,0.01894732968787441,0.0764192570221926,4.478670890684692,-0.33479373851597494,True
62780,2,0,0.07560117829765073,0.08018779273595678,-0.14966926018763466,0.1386742298566917,True
349206,10,0,0.4847443337835949,0.01333028357395899,1.2692931861647785,0.11657976403275451,True
2326657,4,0,-0.5648790143574407,-0.048287879186845614,4.468587834832607,-0.48058812451282223,True
2290684,4,0,-0.4550308233647007,-0.6224747445051646,4.069317893169634,-0.26242211527487397,True
2259517,4,0,0.218478132687783,-0.14761019653252588,4.507508153386447,-0.2495608201979596,True
418327,10,0,-0.8713798332943065,0.07093841658560596,1.3244061567719574,0.11709170517451509,True
417920,10,0,0.4986047996331699,-1.0307222876995121,1.197405277707682,0.11657080679436216,True
391857,10,0,0.1573814203914525,-0.20418772441305696,-0.23216264703958925,-0.5359098290205487,True
108364,2,0,-0.11389725770202941,-0.017968645583530812,-0.15728368359583697,0.07569234394852871,True
115486,2,0,-0.9084252422089889,-0.7071777492648293,3.957495663116915,-0.2521213874482569,True
2304846,4,0,0.21437390643812312,-0.08658398406503692,4.362868418974143,-0.2576906612940452,True
336095,10,0,0.4803016536815027,0.01729670373559454,0.25550775479874777,0.11620027102672686,True
2329040,4,0,0.060796726835777484,-0.7118107768924322,4.0492899745849815,-0.2299802312110536,True
2368081,4,0,-1.0503150850383143,-0.4920187123900969,4.05725050734182,-0.2628237670760921,True
2217733,4,10,0.4924836863662558,-0.8438823320631667,0.12313441110684449,0.3176847774548708,True
2467848,4,0,0.2550815926938217,0.058566471005203485,-0.18707214823460663,0.16896733907237038,True
339812,10,0,-0.9067523955190911,0.0073116057491411125,1.266681450844034,0.11688983138044273,True
2414581,4,4,0.4998573336864139,0.18531103994070203,-0.126912022971862,0.7746519853925328,True
2269148,4,0,0.17175935913726947,-0.2629285848399046,-0.1323517817809176,0.08551342910114242,True
2323216,4,0,-2.2367178856357812,-0.5991206017575895,3.8935975442219606,-0.46081952917606706,True
2389559,4,0,-0.4129691309614813,0.10593122617695616,4.482495594772956,-0.39801256213803077,True
2216504,4,0,0.4380204726766587,-0.17097539365276634,4.595005680608985,-0.2313756119762311,True
2088538,11,0,-0.19116283883136317,-0.19132173788068418,-0.06041644697329985,0.15139646272493792,True
2257591,4,4,0.49937692706782194,0.2854575934809728,-0.6602053647061771,0.6283827602122394,True
2697785,3,0,0.18210082262694205,-0.1692253586368826,-0.7732287042990812,-0.907843959938373,True
76216,2,0,0.3649342049835987,-0.3194772254238822,0.1560696785601476,-0.1686894699278444,True
2328092,4,0,0.1356285763186849,0.04179072376554015,-0.06456488842244024,0.2262165355507184,True
2235325,4,0,0.17879340364618454,-0.6717692412554905,4.29839809263039,-0.00037852369534621677,True
2180133,6,0,-0.23543162670737697,-0.06988048292936812,-0.24881142938337708,0.15206382657121478,True
66323,2,0,0.2791657833204057,-0.7534263519539464,-0.6845651416331888,1.2818219166444067,True
2400928,4,0,0.25026471513900594,-1.5264536511783218,-1.5930090657743852,-0.39434278939292855,True
2451177,4,0,0.3326185955038059,-0.02439029596317907,0.05801400585646075,0.08570696805885256,True
2437903,4,0,0.4992095011529057,0.12703909201015892,-0.4457966607722156,0.12341785102512036,True
2256130,4,0,0.18478415072180093,0.706624857268364,-0.34566058016858836,-0.7061992930155339,True
2316268,4,4,0.4997233379911606,0.27913943972924754,-0.5528616258774718,0.586368136168342,True
2376868,4,0,0.21240576426580549,-0.4869253044504149,4.142046479087745,-0.3334654531905122,True
26182,2,0,0.26642859335800684,-0.34056343644762627,-0.40367455190458057,2.5733969951897215,True
2345912,4,0,0.06852276437103301,-0.6490094398437336,3.94198992559343,-0.34288470202007887,True
2725219,3,3,0.24854190378967786,-0.33109506665195315,-0.12258986931923872,0.022580999309177317,True
117790,2,0,-0.0918039245566631,0.06146732469947445,-0.04183417271664014,0.18860484988023696,True
415280,10,0,0.49998958073550787,0.19283509796798204,-0.5090234544519276,0.11430691613478429,True
357937,10,0,0.4998325587636882,0.14146478019947129,0.029399054264276237,0.11897409809916534,True
159399,2,0,0.4816854665546718,-1.4244287887218139,2.74532801723572,-0.6968547264783395,True
2237506,4,10,0.4682073858355277,-0.30586048389912696,0.10582519674617523,0.31302284495517857,True
340812,10,0,0.4997528548503409,-0.6969108742511886,-0.80306729220533,0.11849242520782848,True
163641,2,0,0.35482444792267465,-0.5001902569393953,0.15101653117001443,-0.18772391877686556,True
178640,2,0,0.13480204618934766,-0.07207855953921731,-0.1475490642767212,0.18500332480264028,True
2171357,6,0,0.40732733315672276,-0.7172806476742536,0.2588085920232104,0.1714430824274039,True
2325974,4,0,-2.407125555144932,-0.7446926519466633,3.629369990907354,-0.417387558619324,True
99544,2,0,0.24844506610661235,-0.3770791250056635,-0.2780789423567695,-0.0807859022780391,True
354074,10,0,0.4990140990369466,-0.7289484649200756,1.1681602481710631,0.11717832787551594,True
2235055,4,0,0.35311725411523415,-1.5855647066684793,0.061733851048890384,0.31061340668178666,True
2188237,6,0,-0.10079950930619874,0.009465411977609637,-0.07057454463339367,0.08926350929438678,True
616516,1,0,0.3163432392674267,-0.05133257078622563,0.08043004194087333,0.1966999227313418,True
318327,10,0,0.47826762398335315,1.031391661865015,1.9356620890801595,0.11650117822990422,True
2261228,4,0,0.18361009250934093,0.07038917597498175,-0.08022206270446444,0.11619373418479431,True
2339046,4,0,-2.659011353998093,-0.023973127803822342,4.389607248075928,-0.5858815836093064,True
38194,2,0,0.3056211789723371,-1.015431429673131,0.052164341565604386,1.409375910205739,True
2307910,4,0,0.20066055201731697,-0.6721879536269936,3.809776201597594,-0.4801520729824904,True
2442090,4,0,0.15846312590137906,0.09127825707789874,-0.03406254308247483,0.09732437609115376,True
2379915,4,0,-1.7247293917482647,-1.2406127572818257,3.2616783812140238,-0.4391768241108985,True
362737,10,0,0.49987065604924147,-0.5102883056135225,0.1489145179654219,0.11694428137669269,True
356627,10,0,0.4968453336707156,-0.29608480156139844,1.2486197097620135,0.11775215723381587,True
2365877,4,4,0.4998949796796873,0.28503287581114667,-0.5030447225426872,0.6441434526522343,True
450401,10,0,0.49798748316517016,0.24078746249012153,0.3062259409558006,0.11877158613913082,True
2273741,4,0,0.13681481210063812,-0.01668517956487809,-0.10922565625437482,0.06811732352731731,True
2393599,4,0,-2.568646721166341,-0.7092544725876967,3.8478043508478135,-0.34115692605487125,True
